_id,bio,college,country,createdAt,dob,email,face_detection_probabilities,gender,height,insta_username,interests,is_habit_drink,is_habit_smoke,is_verified,mobile,name,status,type,updatedAt,verified_at,what_to_find,who_to_date,is_subscribed,age
382,How soon is too soon to have a coffee ☕,"[""Jawaharlal Nehru University ""]",IN,571.7663529963888,2000-01-23 00:00:00,9382000000@get.idyll,,M,5.5,,"[""Singing"",""Writing"",""Photography"",""Dancing"",""Cooking""]",S,N,False,9382000000,Aman Sharma ,True,U,23.810017478935187,,C,F,True,23.0
383,,"[""Jawaharlal Nehru University ""]",IN,571.7542971630555,2001-04-16 00:00:00,9383000000@get.idyll,,M,,,[],N,S,False,9383000000,Sandeep Shukla,True,U,23.820972455787036,,NS,F,True,22.0
384,.,"[""Jawaharlal Nehru University""]",IN,571.7347707741667,1997-05-03 00:00:00,9384000000@get.idyll,[],M,168.0,,"[""Dancing"",""Badminton"",""Cooking""]",S,O,False,9384000000,Vijju Rawat,True,U,5.406206252083333,,NS,F,True,26.0
385,.,"[""Jawaharlal Nehru University""]",IN,571.7048104963889,1995-02-09 00:00:00,9385000000@get.idyll,,F,,,"[""Art & Craft"",""Foodie"",""Desi"",""Romance""]",S,N,False,9385000000,Anjali ,True,U,23.81503700439815,,CON,A,True,28.0
386,,[],IN,571.7013085519444,,9386000000@get.idyll,,F,,,[],,,False,9386000000,Gyu,False,U,3.820751078472222,,,,True,
387,Myself Gaurav ,"[""jNU""]",IN,571.6899218852777,2004-04-24 00:00:00,9387000000@get.idyll,,M,170.0,,"[""Cricket"",""Basketball"",""Running"",""Football"",""Volleyball""]",N,N,False,9387000000,Gaurav ,True,U,23.81644987476852,,NS,F,True,19.0
388,I write ghazals. I love to read. Peace and music are my favourite companions. I love to talk to people open-heartedly. I believe in life long relationships. ,"[""Jnu""]",IN,571.5918874408334,2000-08-21 00:00:00,9388000000@get.idyll,,M,180.0,,[],N,N,False,9388000000,Ayush Pateriya ,True,U,21.45389456226852,,CON,F,True,23.0
389,A boring guy looking for new friends to hang out.,"[""Jawaharlal Nehru University""]",IN,571.4764149408334,2000-10-10 00:00:00,9389000000@get.idyll,[],M,5.7,,"[""Football"",""Foodie"",""Cycling"",""Beaches"",""Camping""]",N,N,False,9389000000,Anup,True,U,20.070055858564814,,R,F,True,23.0
390,Kind,"[""JNU""]",IN,571.4751052186111,2003-02-09 00:00:00,9390000000@get.idyll,[],M,,,"[""Anime"",""Comedy"",""Family Oriented"",""Foodie"",""Cricket""]",N,N,False,9390000000,Rajnesh ,True,U,13.174474955787037,,R,F,True,20.0
391,I am cool man,"[""Jawaharlal Nehru University""]",IN,571.4685621630556,2001-01-10 00:00:00,9391000000@get.idyll,,M,173.0,,"[""Cricket"",""Swimming"",""Football"",""Romance"",""Romantic""]",O,S,False,9391000000,Ravindra Singh,True,U,23.808045754398147,,R,F,True,22.0
392,Hey I'm looking for a good friend 😊,"[""Jawaharlal Nehru University""]",IN,571.4678427186111,1997-07-10 00:00:00,9392000000@get.idyll,,M,,,"[""Dancing"",""Design"",""Badminton"",""Tennis"",""Football""]",S,O,False,9392000000,Alok,True,U,20.111896090046297,,CON,F,True,26.0
393,I don't know much about myself to put in words ,"[""Jawaharlal Nehru University""]",IN,571.4648066075,1998-03-03 00:00:00,9393000000@get.idyll,[],F,,,"[""Photography"",""Cricket"",""Poetry"",""Feminism""]",S,O,False,9393000000,Arosma ,True,U,8.754881541435186,,NS,F,True,25.0
394,,[],IN,571.4606893852778,,9394000000@get.idyll,,M,,,[],,,False,9394000000,Varub,True,U,23.80921299976852,,,,,
395,Fun loving girlll. Searching for a connection who can match my sense of humour. :),"[""Jawaharlal Nehru University""]",IN,571.4532727186111,2001-02-14 00:00:00,9395000000@get.idyll,,F,5.5,,"[""Singing"",""Writing"",""Photography"",""Badminton"",""Tea""]",S,N,False,9395000000,Akshara,True,U,23.80543317337963,,CON,M,True,22.0
396,I am a royal boy,"[""Jawaharlal Nehru University""]",IN,571.4479788297223,1997-02-10 00:00:00,9396000000@get.idyll,,M,,,"[""Writing"",""Theatre"",""Festivals"",""Beaches"",""Fantasy""]",N,N,False,9396000000,Akash Shankar ,True,U,23.805795025231482,,R,F,True,26.0
397,Ahhskeebjxb,"[""Jnu""]",IN,571.4479560519444,1998-02-06 00:00:00,9397000000@get.idyll,,M,178.0,,[],O,O,False,9397000000,sharan,True,U,23.809117941898148,,R,F,True,25.0
398,Nothing ,"[""Jawaharlal Nehru University""]",IN,571.4079785519444,1999-11-10 00:00:00,9398000000@get.idyll,,M,,,"[""Writing"",""Tea"",""Poetry"",""Romance"",""LGBTQIA+ ally""]",S,N,False,9398000000,Ashok Kumar ,True,U,20.82979522199074,,R,F,True,24.0
399,Looking for congnitive satisfaction.,"[""Jawaharlal Nehru University""]",IN,571.3652879963889,2000-10-03 00:00:00,9399000000@get.idyll,[98.04138541221619],M,182.0,,"[""Heritage"",""Beer"",""Biryani"",""Poetry"",""Thriller""]",O,O,False,9399000000,Salim,True,U,15.839964573842593,,CON,F,True,23.0
400,University of Delhi ,"[""Delhi University ""]",IN,571.3423535519445,1996-02-01 00:00:00,9400000000@get.idyll,,M,168.0,,"[""Human Rights"",""Environmentalism"",""Romantic"",""Family Oriented"",""Romance""]",S,S,False,9400000000,Apurv ,True,U,23.80082348587963,,NS,F,,27.0
401,#NAME?,"[""non""]",IN,571.3020163297223,2000-02-28 00:00:00,9401000000@get.idyll,"[94.40827965736389,79.03674840927124]",M,160.0,,"[""Football"",""Photography"",""Anime"",""Documentaries"",""Thriller""]",N,N,True,9401000000,Ashfi,True,U,5.768979782175926,5.768980211770834,F,F,,23.0
402,,[],IN,571.2997296630556,,9402000000@get.idyll,,F,,,[],,,False,9402000000,Pia,True,U,23.80324590486111,,,,True,
403,,[],IN,571.2914029963889,,9403000000@get.idyll,,M,,,[],,,False,9403000000,Raushan,True,U,23.803518925694444,,,,,
404,"I am just looking for some good company, those who would be willing to go out, explore the city and food. 

Perks of being my friend: Non-judgemental, will buy you food. ","[""Jawaharlal Nehru University""]",IN,571.2899582741667,1999-08-13 00:00:00,9404000000@get.idyll,[],F,150.0,,"[""Anime"",""Camping"",""Beaches"",""Cafe-hopping"",""Environmentalism""]",N,N,True,9404000000,Neelam,True,U,17.033248740509258,17.033249170104167,F,A,True,24.0
405,"Delete nahi ho rahi, please don't swipe.","[""Jawaharlal Nehru University""]",IN,571.2127018852777,2000-03-18 00:00:00,9405000000@get.idyll,[98.5147774219513],F,160.0,,"[""Singing"",""K-drama"",""LGBTQIA+ ally"",""Running"",""Dancing""]",N,S,False,9405000000,Anushka,False,U,3.8195273863425925,,CON,A,True,23.0
406,I am nature lover and  like to explore new places.,"[""Jawaharlal Nehru University""]",IN,571.2015318852777,1992-01-01 00:00:00,9406000000@get.idyll,[],M,180.0,,"[""Dancing"",""Badminton"",""Running"",""Yoga""]",O,N,False,9406000000,Ravi,True,U,23.785205765972222,,F,F,,31.0
407,,[],IN,571.1450671630555,,9407000000@get.idyll,[],,,,[],,,False,9407000000,,True,U,3.0882947127314813,,,,,
408,,[],IN,571.0509054963889,,9408000000@get.idyll,,,,,[],,,False,9408000000,,True,U,23.793788705787037,,,,,
409,Exploring the world like a learner.. Discovering the thing like....... ,"[""Jawaharlal Nehru University""]",IN,571.0115596630556,1999-09-17 00:00:00,9409000000@get.idyll,,M,5.8,,"[""Singing"",""Art & Craft"",""Writing""]",N,O,False,9409000000,Aadi,True,U,20.151807478935186,,F,F,,24.0
410,"What to say, I am a student of French First year. ","[""Jawaharlal Nehru University""]",IN,570.9940718852778,2004-10-03 00:00:00,9410000000@get.idyll,,M,162.0,,"[""Dancing"",""Photography"",""Festivals"",""Feminism"",""Romantic""]",S,S,False,9410000000,Aditya Pandey,True,U,23.784005812268518,,C,F,,19.0
411,Casual..too lazy to type ,"[""JNU""]",IN,570.9795799408333,1998-02-10 00:00:00,9411000000@get.idyll,,M,170.0,,"[""Video Games"",""Backpacking"",""Cricket""]",S,N,False,9411000000,Abhijeet,True,U,22.854711402546297,,C,F,,25.0
412,A fun loving person with humour and sarcasm in veins . ,"[""JNU ""]",IN,570.9125427186111,1998-11-14 00:00:00,9412000000@get.idyll,,M,175.0,,"[""Singing"",""Boxing"",""Football"",""Mountains"",""Wine""]",S,S,False,9412000000,Aditya Raj ,True,U,23.78197516412037,,NS,F,,25.0
413,not sure ,"[""Jamia Mia Islamia University""]",IN,570.9103941075,1999-04-08 00:00:00,9413000000@get.idyll,,M,156.0,,[],N,S,False,9413000000,Zulquar Nain ,True,U,23.784793022916666,,NS,F,,24.0
414,,[],IN,570.8985877186111,2000-06-03 00:00:00,9414000000@get.idyll,,M,,,[],,,False,9414000000,Zaid Ibrahim ,True,U,23.78500815023148,,,,,23.0
415,Often lazy and sleepy ,"[""Jawaharlal Nehru University""]",IN,570.8572679963889,1992-03-05 00:00:00,9415000000@get.idyll,,M,,,"[""Badminton"",""Volleyball"",""Concerts"",""Open-Minded"",""Human Rights""]",S,S,False,9415000000,Omi,True,U,23.77506587013889,,NS,F,,31.0
416,,[],IN,570.8244757741667,,9416000000@get.idyll,,,,,[],,,False,9416000000,,True,U,23.78435444652778,,,,,
417,"partially morally corrupt
partially emotionally bankrupt

Sapiosexual shayad.","[""Jawaharlal Nehru University""]",IN,570.7896210519444,1999-04-14 00:00:00,9417000000@get.idyll,,M,,,"[""Writing"",""Biryani"",""Tea"",""Horror"",""Poetry""]",N,S,False,9417000000,Asif,True,U,22.37324144884259,,CON,F,,24.0
418,I am dumb enough to install these dating apps. Thanks,"[""JNU""]",IN,570.7506946630556,1999-08-01 00:00:00,9418000000@get.idyll,,F,,,"[""Feminism"",""LGBTQIA+ ally"",""Yoga"",""Sci-fi"",""Poetry""]",S,N,False,9418000000,S. ,True,U,23.772923416435184,,NS,M,True,24.0
419,,[],IN,570.7292963297223,,9419000000@get.idyll,,,,,[],,,False,9419000000,.,True,U,23.77957135625,,,,,
420,200 words are not enough to describe me.,"[""Jawaharlal Nehru University""]",IN,570.5881104963889,2002-02-09 00:00:00,9420000000@get.idyll,,F,168.0,,"[""Singing"",""Writing"",""Yoga"",""Foodie"",""Cats""]",S,O,False,9420000000,Sukanya,False,U,3.8191814025462962,,NS,M,True,21.0
421,,[],IN,570.4809979963889,1999-11-02 00:00:00,9421000000@get.idyll,,M,172.0,,[],N,N,False,9421000000,B ,True,U,23.76664001365741,,R,F,,24.0
422,Hey this is Yash from JNU,[],IN,570.4589424408333,1996-09-28 00:00:00,9422000000@get.idyll,,M,166.0,,[],S,S,False,9422000000,Yash,True,U,23.764879064583333,,NS,F,,27.0
423,Chill,"[""Jawaharlal Nehru University""]",IN,570.1751518852777,1995-11-05 00:00:00,9423000000@get.idyll,,M,175.0,,"[""Singing"",""Photography"",""Badminton"",""Basketball"",""Cooking""]",O,O,False,9423000000,Raj Mahto,True,U,23.752560349305554,,C,F,,28.0
424,Cheating is not Bearable,"[""JNU""]",IN,570.1222088297222,1992-11-04 00:00:00,9424000000@get.idyll,,M,73.0,,"[""Swimming"",""Biryani"",""Tea"",""Coffee"",""Romance""]",N,N,False,9424000000,Adil,True,U,23.434316205787038,,C,F,,31.0
425,,[],IN,570.0532424408333,,9425000000@get.idyll,,,,,[],,,False,9425000000,,True,U,23.752219643287038,,,,,
426,I am a developer. I am here to test this app features.,"[""Jawaharlal Nehru University""]",IN,570.0407496630555,2002-02-09 00:00:00,9426000000@get.idyll,,M,156.0,,[],S,S,False,9426000000,Developer,True,U,23.749670962731482,,NS,A,,21.0
427,,[],IN,569.9960727186111,,9427000000@get.idyll,,,,,[],,,False,9427000000,,True,U,23.749837629398147,,,,,
428,"I am leaving this platform.... 
Good bye","[""Jawaharlal Nehru University""]",IN,569.9674893852778,1997-05-23 00:00:00,9428000000@get.idyll,,M,169.0,,"[""Badminton"",""Running"",""Yoga"",""Gardening"",""Vegetarian""]",N,N,False,9428000000,YASASH KUMAR,True,U,20.34302320810185,,R,A,,26.0
429,Here to discover some great friendship and hopefully a serious relationship. ,"[""JNU""]",IN,569.8878510519445,1998-01-02 00:00:00,9429000000@get.idyll,[],M,186.0,,"[""Running"",""Theatre"",""Yoga"",""Backpacking"",""Mountains""]",O,N,False,9429000000,Dishant ,True,U,13.799763416435185,,R,F,,25.0
430,"Hii
Like to make friends ","[""JNU ""]",IN,569.8784421630555,1990-02-09 00:00:00,9430000000@get.idyll,,M,,,"[""Photography"",""Badminton"",""Coffee"",""Tea"",""Mountains""]",S,N,False,9430000000,Umax,True,U,23.74239485162037,,R,F,,33.0
431,,[],IN,569.7891143852778,,9431000000@get.idyll,,,,,[],,,False,9431000000,,True,U,23.741214296064815,,,,,
432,I am studying,"[""Jnu New Delhi ""]",IN,569.7421218852778,1995-07-25 00:00:00,9432000000@get.idyll,,M,169.0,,"[""Writing"",""Badminton"",""Running"",""Football"",""Cycling""]",N,N,False,9432000000,Pratik kumar ,True,U,23.729202814583335,,NS,A,,28.0
433,,[],IN,569.4653188297223,2001-12-01 00:00:00,9433000000@get.idyll,,M,,,[],N,N,False,9433000000,Mm,True,U,23.72500899513889,,C,F,,22.0
434,I don't know ,"[""IGNOU ""]",IN,569.4449302186111,2000-01-05 00:00:00,9434000000@get.idyll,,M,,,[],N,O,False,9434000000,Saad,True,U,21.739548879398146,,CON,F,,23.0
435,Believe in adventures and love to explore nature and learning new things ,"[""JNU""]",IN,569.4136904963889,1996-07-21 00:00:00,9435000000@get.idyll,,M,,,"[""Singing"",""Badminton"",""Dancing"",""Writing"",""Yoga""]",N,N,False,9435000000,Piyush,True,U,23.70757319652778,,R,F,,27.0
436,will delete this account in two days,"[""jnu""]",IN,569.1531543852777,2002-02-19 00:00:00,9436000000@get.idyll,,F,165.0,,"[""Basketball"",""Dancing"",""Writing"",""Fantasy"",""Drama""]",N,N,False,9436000000,shivangi,True,U,23.70568815023148,,C,A,True,21.0
437,,[],IN,568.5593532741667,,9437000000@get.idyll,,,,,[],,,False,9437000000,,True,U,20.995537965046296,,,,,
438,H,"[""Jawaharlal Nehru University""]",IN,568.5087127186112,1994-07-13 00:00:00,9438000000@get.idyll,[56.65745735168457],M,174.0,,"[""Romantic""]",S,N,False,9438000000,Rao,True,U,10.973710221990741,,NS,F,,29.0
439,....,"[""Jawaharlal Nehru University""]",IN,567.3827332741666,1997-02-09 00:00:00,9439000000@get.idyll,,M,160.0,,"[""Writing"",""Badminton"",""Reels"",""Romantic"",""Running""]",S,N,False,9439000000,Vikash Singh ,True,U,23.004385152546295,,C,F,,26.0
440,Professional napper & Chai lover,"[""Jawaharlal Nehru University""]",IN,567.1930163297222,1998-11-26 00:00:00,9440000000@get.idyll,[57.22249746322632],M,170.0,,"[""Documentaries"",""Reels"",""Tea"",""Dogs"",""Romantic""]",S,S,False,9440000000,Piyush,True,U,5.758647594675926,,C,F,,25.0
441,,"[""Jawaharlal Nehru University""]",IN,566.9534074408333,2001-01-16 00:00:00,9441000000@get.idyll,,M,190.0,,[],S,S,False,9441000000,Saurabh,True,U,23.621037594675926,,NS,F,,22.0
442,"excited to fail and relearn

","[""Jawaharlal Nehru University""]",IN,566.7429474408333,1999-05-03 00:00:00,9442000000@get.idyll,,M,175.0,,"[""Yoga"",""Beaches"",""Camping"",""Mountains"",""Biryani""]",S,S,True,9442000000,Sparsh Tewatia,True,U,17.033248740509258,17.033249170104167,R,F,,24.0
443,Just here to explore the app,"[""Jawaharlal Nehru University""]",IN,566.4991582741667,1998-11-04 00:00:00,9443000000@get.idyll,,M,170.0,,"[""Badminton"",""Running"",""Open-Minded""]",N,N,False,9443000000,Sonu,True,U,23.60048090486111,,NS,F,,25.0
444,.....,"[""Jawaharlal Nehru University""]",IN,566.4309218852778,2000-10-11 00:00:00,9444000000@get.idyll,,F,160.0,,[],S,N,False,9444000000,D M,False,U,3.83690385625,,R,M,True,23.0
445,H,"[""Gaya""]",IN,566.2719099408333,2002-05-16 00:00:00,9445000000@get.idyll,,M,,,[],N,N,False,9445000000,Anshu Raj,True,U,23.59331150671296,,C,F,,21.0
446,Hsdgbfdddvbn,"[""Jawaharlal Nehru University""]",IN,566.1591541075,1998-08-16 00:00:00,9446000000@get.idyll,[87.74818778038025],M,170.0,,"[""Singing"",""Basketball"",""Cricket"",""Beer"",""Dogs""]",O,O,True,9446000000,HANS RAJ ,True,U,5.76831598587963,5.768316450196759,C,F,,25.0
447,"
# Literature Lover
# Poetry Penner
# Immersed in Thought
# Fond of Philosophy ","[""Jawaharlal Nehru University""]",IN,565.1434049408333,2000-10-28 00:00:00,9447000000@get.idyll,,M,5.5,,"[""Writing"",""Cricket"",""Yoga"",""Feminism"",""Romance""]",N,N,False,9447000000,Hari ,True,U,23.53618737476852,,R,F,,23.0
448,"I'm an avid reader and also write short stories
Love cooking, anime, manga and all things pop culture
Biotech Enthusiast
A bit sarcastic and have a habit of making jokes at the most inopportune time
","[""Jawaharlal Nehru University ""]",IN,564.9360074408334,2001-12-09 00:00:00,9448000000@get.idyll,,M,178.0,,[],S,N,False,9448000000,Rohan ,True,U,23.53001238634259,,R,F,,22.0
449,"Hi! My name is Abhi and I am brand new to online dating . While I'm still figuring this all out, here's something i know for sure - I'm excited to be here! The chance to meet unique, engaging.","[""Jawaharlal Nehru University""]",IN,564.7122763297223,2002-12-09 00:00:00,9449000000@get.idyll,,M,,,[],N,N,False,9449000000,Abhishek ,True,U,20.220366379398147,,C,F,,21.0
450,प्रेम ही जीवन का आधार है । ,"[""Jawaharlal nehru univasity""]",IN,564.6168538297222,2002-01-21 00:00:00,9450000000@get.idyll,[],F,161.544,,"[""Cycling"",""Yoga"",""Dancing"",""Pizza"",""Cats""]",N,N,False,9450000000,Shikha,True,U,19.16353924976852,,R,M,True,21.0
451,Hajafalsbsvsksk,"[""Jawaharlal Nehru University""]",IN,564.4130704963889,2003-03-03 00:00:00,9451000000@get.idyll,,M,,,"[""Poetry"",""Mystery"",""Documentaries"",""Beaches"",""Football""]",N,N,False,9451000000,Amit,True,U,23.513995256712963,,C,F,,20.0
452,photographer -,"[""Jawaharlal Nehru University""]",IN,564.2453454963888,2000-08-02 00:00:00,9452000000@get.idyll,,M,,,"[""Photography"",""Fantasy"",""Thriller"",""Romance"",""Coffee""]",O,O,True,9452000000,Bharat Ujjwal,True,U,17.033248740509258,17.033249170104167,C,F,,23.0
453,Sometimes i want to make jokes but that jokes make me laugh only other hurted by these jokes,"[""Jawaharlal Nehru University""]",IN,564.2107960519445,2001-03-07 00:00:00,9453000000@get.idyll,,F,,,"[""Badminton"",""Trans ally"",""Open-Minded"",""Swimming"",""Concerts""]",O,N,False,9453000000,Prabhati patel,True,U,23.503329134027776,,F,F,True,22.0
454,Nothing 😝,"[""Jawaharlal Nehru University""]",IN,564.1049702186111,1999-02-09 00:00:00,9454000000@get.idyll,[91.32015109062195],M,,,[],,,False,9454000000,Ansh,True,U,16.056226321527777,,,F,,24.0
455,,[],IN,564.0283704963889,,9455000000@get.idyll,,,,,[],,,False,9455000000,,True,U,23.50118337013889,,,,,
456,Meet me and know me.. I am researcher,"[""Jawaharlal Nehru University""]",IN,563.9109496630556,1992-03-01 00:00:00,9456000000@get.idyll,[],M,,,"[""Singing"",""Dancing"",""Cricket"",""Gym"",""Theatre""]",S,S,True,9456000000,Prem,True,U,5.7675637636574075,5.767564181678241,R,F,,31.0
457,"Om

","[""Jawaharlal Nehru University""]",IN,563.8743460519445,2000-01-21 00:00:00,9457000000@get.idyll,[],M,164.592,,"[""Badminton"",""Cooking"",""Romance"",""Romantic"",""Open-Minded""]",N,N,False,9457000000,Swagat ,True,U,19.16109245578704,,F,F,,23.0
458,Interested in Poetry & People's Psyche. ,"[""Jawaharlal Nehru University""]",IN,563.7880749408333,1999-03-22 00:00:00,9458000000@get.idyll,,M,,,"[""Poetry"",""Mystery"",""Thriller"",""Environmentalism"",""Open-Minded""]",S,N,False,9458000000,Akhilesh Kumar,True,U,23.480832756712964,,CON,F,,24.0
459,Batata hu ruko,"[""Jawaharlal Nehru University""]",IN,563.6742543852778,2001-08-15 00:00:00,9459000000@get.idyll,[95.36804556846619],M,185.0,,"[""Tennis"",""Coffee"",""Thriller"",""Mystery"",""Open-Minded""]",N,N,False,9459000000,Yashwardhan ,True,U,15.21796135625,,CON,F,,22.0
460,Jawaharlal Nehru University,"[""Jawaharlal Nehru University""]",IN,563.6304685519444,1993-04-25 00:00:00,9460000000@get.idyll,,M,,,"[""Writing"",""Cricket"",""Cooking"",""Thriller"",""Comedy""]",S,S,False,9460000000,Rishi,True,U,23.05371838171296,,C,F,,30.0
461,,[],IN,563.5603493852777,,9461000000@get.idyll,,M,,,[],,,False,9461000000,Roshan Kumar ,True,U,23.480341911805557,,,,,
462,@sruthik042,"[""Jawaharlal Nehru University""]",IN,563.5589718852777,2003-11-05 00:00:00,9462000000@get.idyll,[],M,180.0,,"[""Dancing"",""Photography"",""Thriller"",""Open-Minded""]",N,N,True,9462000000,Sruthik,True,U,2.2486788215277778,17.033249170104167,NS,F,,20.0
463,"Social, freindly ,but a little bit introvert ","[""Jawaharlal Nehru University""]",IN,563.4869118852778,1999-03-05 00:00:00,9463000000@get.idyll,,M,159.0,,"[""Poetry"",""Biryani"",""Writing"",""Cricket"",""Coffee""]",N,S,False,9463000000,MS,True,U,23.47425746736111,,NS,F,,24.0
464,Here wasim from jammu and kashmir' on this app to meet you so can you do me one favor to help me out? I have a quick question for you to answer. What's the first date you've always wanted to ,"[""Jnu""]",IN,563.4554246630555,1998-04-05 00:00:00,9464000000@get.idyll,[],M,175.0,,[],S,S,False,9464000000,Wasim akram,True,U,20.066233335416666,,R,F,,25.0
465,Athlete and gym lover ,"[""Banaras Hindu University ""]",IN,563.4168152186111,1999-08-04 00:00:00,9465000000@get.idyll,,M,175.0,,"[""Photography"",""Biryani"",""Gym""]",S,N,False,9465000000,Guru,True,U,23.47145283773148,,F,F,,24.0
466,Kuch khaas nhi,"[""Jawaharlal Nehru University""]",IN,563.3524629963889,2001-04-24 00:00:00,9466000000@get.idyll,[],M,5.5,,[],N,N,True,9466000000,Ashish,True,U,17.033248740509258,17.033249170104167,F,F,,22.0
467,The boy,"[""Jawaharlal Nehru University""]",IN,563.0382921630555,1999-09-01 00:00:00,9467000000@get.idyll,[],M,,,"[""Photography"",""Design"",""Football"",""Volleyball"",""Singing""]",N,N,False,9467000000,Synstr,True,U,19.307204388657407,,C,F,,24.0
468,.,"[""Jawaharlal Nehru University""]",IN,563.0336341075,1997-05-10 00:00:00,9468000000@get.idyll,[],M,176.0,,"[""Open-Minded"",""Mountains"",""Cycling"",""Swimming"",""Human Rights""]",N,N,False,9468000000,Rohit Dubey ,True,U,10.27004411087963,,CON,F,,26.0
469,"आह को चाहिए इक उम्र असर होने तक
कौन जीता है तेरी जुल्फ के सर होने तक ","[""Jawaharlal Nehru University""]",IN,562.7269229963889,1993-08-05 00:00:00,9469000000@get.idyll,,M,177.0,,"[""Art & Craft"",""Cricket"",""Poetry"",""Tea"",""Classical""]",N,N,False,9469000000,Mo Sadique,True,U,23.434486055324076,,C,F,,30.0
470,,[],IN,562.6998054963889,,9470000000@get.idyll,,,,,[],,,False,9470000000,,True,U,23.44582650671296,,,,,
471,I am a chill kinda guy hoping to match my vibe with someone ,"[""G L Bajaj institute of technology and management ""]",IN,562.6679754963889,1998-09-10 00:00:00,9471000000@get.idyll,,M,167.0,,"[""Cricket"",""Cycling"",""Gym"",""Hockey"",""Biryani""]",S,S,False,9471000000,Ashraf nawaz ,True,U,23.440480175694443,,C,F,,25.0
472,I am looking for casual relationship and I am open minded working as a manager.,"[""Working at HDFC BANK ""]",IN,562.3871829963889,1998-06-17 00:00:00,9472000000@get.idyll,,M,160.0,,[],N,N,False,9472000000,Shiv ,True,U,23.43058944652778,,C,F,,25.0
473,Currently studying in Jawaharlal Nehru University (JNU) pursuing the course BTech+MS in Computer Science and Engineering. Now this is my last semester of the course and willing to do the job after it.,"[""Jawaharlal Nehru University""]",IN,562.1667385519445,2001-06-29 00:00:00,9473000000@get.idyll,,M,165.0,,"[""Photography"",""Design"",""Writing"",""Running"",""Festivals""]",N,N,True,9473000000,Ayush Bharti,True,U,17.033248740509258,17.033249170104167,R,F,,22.0
474,Will prefer writing in your chat box,"[""Jawaharlal Nehru University""]",IN,562.1422038297222,1998-02-26 00:00:00,9474000000@get.idyll,,M,,,"[""Tennis"",""Design"",""Cooking"",""Mountains"",""Biryani""]",O,S,False,9474000000,Rupesh,True,U,23.420036657175928,,NS,F,,25.0
475,Jnu,"[""Jnu""]",IN,562.0761932741667,2001-06-13 00:00:00,9475000000@get.idyll,,M,165.0,,"[""Art & Craft"",""Design"",""Photography"",""Cycling"",""Biryani""]",N,S,False,9475000000,Asif,True,U,23.41193376365741,,C,F,,22.0
476,"PhD scholar in Biotechnology....

Let's see, if I get a perfect match...✨✨","[""Jawaharlal Nehru University""]",IN,562.0673993852778,1997-10-23 00:00:00,9476000000@get.idyll,[],M,170.0,,"[""Open-Minded"",""Romantic"",""Wine"",""Cats"",""Festivals""]",S,S,True,9476000000,Hemant ,True,U,9.95315615949074,17.033249170104167,R,F,,26.0
477,,[],IN,562.0385163297223,,9477000000@get.idyll,,,,,[],,,False,9477000000,,True,U,23.418272768287036,,,,,
478,Desi music | Cricket | Road trips,"[""Jawaharlal Nehru University""]",IN,561.9260563297222,1999-02-13 00:00:00,9478000000@get.idyll,,M,182.0,,"[""Singing"",""Cricket"",""Beer"",""Coffee"",""Desi""]",S,N,True,9478000000,Ujjwal,True,U,17.033248740509258,17.033249170104167,C,F,,24.0
479,Ted mosby,"[""Jawaharlal Nehru University""]",IN,561.6445488297222,2000-08-14 00:00:00,9479000000@get.idyll,[],M,173.0,,"[""Gym"",""Running"",""Cooking"",""Sci-fi"",""Backpacking""]",N,N,True,9479000000,Sudhakar Singh ,True,U,17.033248740509258,17.033249170104167,C,F,,23.0
480,...,"[""Jawaharlal Nehru University""]",IN,561.5755218852778,2002-10-25 00:00:00,9480000000@get.idyll,[65.23292064666748],M,170.0,,"[""Badminton"",""Gym"",""Mountains"",""Anime"",""Coffee""]",N,N,False,9480000000,Rohit,True,U,14.800604053009259,,NS,F,,21.0
481,,[],IN,561.5041932741667,,9481000000@get.idyll,,M,,,[],,,False,9481000000,Lakshay ,True,U,23.395387154861112,,,,,
482,,[],IN,561.4976543852778,,9482000000@get.idyll,,,,,[],,,False,9482000000,,True,U,23.39573424976852,,,,,
483,Group venture,"[""JNU""]",IN,561.4777427186111,1996-02-13 00:00:00,9483000000@get.idyll,,M,180.0,,[],O,O,False,9483000000,Abhishek Kumar,True,U,21.51178010625,,C,F,,27.0
484,Sbjakakannsakka,"[""Jawaharlal Nehru University""]",IN,561.3609924408333,2000-02-09 00:00:00,9484000000@get.idyll,,M,165.0,,[],N,S,False,9484000000,Snnakaznns,True,U,23.21118942337963,,NS,F,,23.0
485,..,"[""JNU (CESP)""]",IN,561.3454385519444,2002-10-21 00:00:00,9485000000@get.idyll,,M,181.0,,"[""Video Games"",""Mountains"",""Tea"",""Sci-fi"",""Human Rights""]",N,N,False,9485000000,Dungar,True,U,23.386406009027777,,NS,F,,21.0
486,,"[""JNU ""]",IN,561.2986168852777,1990-01-15 00:00:00,9486000000@get.idyll,,M,172.0,,[],S,O,False,9486000000,Robin,True,U,23.385514596990742,,NS,F,,33.0
487,,"[""JNU""]",IN,561.2243988297222,1999-03-01 00:00:00,9487000000@get.idyll,,M,5.7,,[],S,N,False,9487000000,Anil Pandey,True,U,23.350025904861113,,R,M,,24.0
